Product;Brands;Sub-Brands;Objective;Month;Platform;Tier;KOL Name;Category;Link Post;;;Followers Number;Actual Spends (IDR);Reach;Views;Likes;Comments;Share;ER;ER Views (%);VR (%);CPV (Rp)
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Desy Ratnasari;Lifestyle;https://www.tiktok.com/@desyrtns/video/7612511679464672532?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;16884;950000;262;309;39;21;11;0,42%;22,98%;1,83%;3074,433657
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Nila Matsuna;Lifestyle;https://www.tiktok.com/@nilalalamatsu92/video/7611487559146900743?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;14400;950000;1900;2979;107;15;5;0,88%;4,26%;20,69%;318,8989594
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Orizaqueena;Lifestyle;https://www.tiktok.com/@orizaqueena/video/7612982805701643527?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;13891;950000;1500;1722;71;2;15;0,63%;5,11%;12,40%;551,6840883
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Macro;Amirah ulayya;Lifestyle;https://www.tiktok.com/@amirahulayyass/video/7613032213726121234?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;107949;950000;5600;643;54;16;114;0,17%;28,62%;0,60%;1477,449456
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Juwita Ragil;Lifestyle;https://www.tiktok.com/@witaratataaa/video/7614325985810386184?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;11674;950000;1700;1120;156;40;11;1,77%;18,48%;9,59%;848,2142857
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Stevani Beneran;Lifestyle;https://www.tiktok.com/@keluargapokcoy/video/7614140171344170260?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;12496;950000;2800;3047;172;2;0;1,39%;5,71%;24,38%;311,7820807
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Hana Ramadhanty;Lifestyle;https://www.tiktok.com/@hanarey30/video/7614155563706043655?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;12833;950000;393;574;15;12;8;0,27%;6,10%;4,47%;1655,052265
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Wulan;Lifestyle;https://www.tiktok.com/@octaryawulan20/video/7614489838447824146?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;13821;950000;112;132;10;1;6;0,12%;12,88%;0,96%;7196,969697
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Resty Aditya Utami;Lifestyle;https://www.tiktok.com/@utamirestya/video/7614135724585028884?is_from_webapp=1&sender_device=pc;;;12838;950000;2900;4059;173;7;6;1,45%;4,58%;31,62%;234,047795
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ni Kadek Dwi Astuti;Lifestyle;https://www.tiktok.com/@mamawi.dwi/video/7612638108781137160?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;12058;950000;3500;4058;282;9;7;2,47%;7,34%;33,65%;234,1054707
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;risna oktavia;Lifestyle;https://www.tiktok.com/@risnaoktaviahardanik/video/7613289700605955346?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;16063;950000;238;4504;24;31;25;0,50%;1,78%;28,04%;210,9236234
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Khonimatun Maysaroh;Lifestyle;https://www.tiktok.com/@khoniim/video/7613253181530852615?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;11613;950000;1800;2031;58;2;1;0,53%;3,00%;17,49%;467,7498769
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Nuvia;Lifestyle;https://www.tiktok.com/@obrienups/video/7613371409875668245?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;31816;950000;8800;10270;183;14;4;0,63%;1,96%;32,28%;92,50243427
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Dewi Asria;Lifestyle;https://www.tiktok.com/@dewi.asria/video/7612823137591233813?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;10378;950000;258;2799;21;7;1;0,28%;1,04%;26,97%;339,406931
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ariska Putri;Lifestyle;https://www.tiktok.com/@mimah.hanan/video/7612598951019040021?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;12535;950000;880;1285;107;0;1;0,86%;8,40%;10,25%;739,2996109
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Febry Lusyana;Lifestyle;https://www.tiktok.com/@ucciuccy23/video/7613586598277434645?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;10721;950000;11000;11438;108;74;1;1,71%;1,60%;106,69%;83,05647841
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Nelly endang sari;Lifestyle;https://www.tiktok.com/@nellyharahap25_/video/7613614465749175573?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;23240;950000;5200;5371;829;77;6;3,92%;16,98%;23,11%;176,8758146
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Reiwindawydiaa;Lifestyle;https://www.tiktok.com/@skuyy.living13/video/7613274716756921621?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;84826;950000;174;198;20;0;9;0,03%;14,65%;0,23%;4797,979798
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Dita Handiyanti;Lifestyle;https://www.tiktok.com/@ditahandi_/video/7612842237424110869?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;22866;950000;8000;10959;344;19;10;1,63%;3,40%;47,93%;86,68674149
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;putri hapsari;Lifestyle;https://www.tiktok.com/@putrihpsari406/video/7612867150046448913?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;13585;950000;4200;5470;182;12;3;1,45%;3,60%;40,26%;173,6745887
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Shania Dwi Rantika;Lifestyle;https://www.tiktok.com/@shania.d.r/video/7613368474168986898?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;10597;950000;2300;2614;146;13;4;1,54%;6,24%;24,67%;363,427697
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;pelita nadyawati;Lifestyle;https://www.tiktok.com/@pelitanadya/video/7613267035027672340?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;18446;950000;1700;1797;130;26;7;0,88%;9,07%;9,74%;528,6588759
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;riris;Lifestyle;https://www.tiktok.com/@ririsvinaa/video/7612556071252659463?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;18952;950000;1800;1898;72;2;1;0,40%;3,95%;10,01%;500,5268704
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Andi Ratna Maharani;Lifestyle;https://www.tiktok.com/@andiratnam/video/7613506003581062418?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;12603;950000;1600;2072;391;24;45;3,65%;22,20%;16,44%;458,4942085
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Mega Gilang Cempaka Ningrum;Lifestyle;https://www.tiktok.com/@megacempaka/video/7612951078316936469?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;16127;950000;3100;4064;232;36;2;1,67%;6,64%;25,20%;233,7598425
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;amik agisti;Lifestyle;https://www.tiktok.com/@amikagisti93/video/7613622530275855623?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;53245;950000;5900;5957;815;0;0;1,53%;13,68%;11,19%;159,4762464
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Yulia Iskawedar;Lifestyle;https://www.tiktok.com/@yulia_lilu/video/7612776739680406805?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;56170;950000;10900;12221;111;39;3;0,27%;1,25%;21,76%;77,73504623
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;siskaseptika;Lifestyle;https://www.tiktok.com/@siskaseptikaa/video/7613333960617397512?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;10735;950000;1000;1555;107;61;109;2,58%;17,81%;14,49%;610,9324759
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Rika Ria;Lifestyle;https://www.tiktok.com/@rikariaf/video/7612610835713756437?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;28303;950000;1600;2281;332;78;5;1,47%;18,19%;8,06%;416,4839982
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Desi Novita;Lifestyle;https://www.tiktok.com/@desnov1812/video/7612932959628168468?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;62049;950000;14100;17966;2073;36;1.910;6,48%;22,37%;28,95%;52,8776578
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Alphylia Dwiyanti;Lifestyle;https://www.tiktok.com/@phylia.18/video/7614142059603102996?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;17288;950000;799;840;137;0;0;0,79%;16,31%;4,86%;1130,952381
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Pratiwi Savitri;Lifestyle;https://www.tiktok.com/@apadimakassar/video/7614796408398286101?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;26251;950000;221;231;16;2;1;0,07%;8,23%;0,88%;4112,554113
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Rosa.d.pratama;Lifestyle;https://www.tiktok.com/@kamisatuatap/video/7612780233598536967?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;13130;950000;3800;4557;207;32;6;1,87%;5,38%;34,71%;208,470485
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Nur Ahdiyani Kainah;Lifestyle;https://www.tiktok.com/@nurahdiyanikainah/video/7614316655820377364?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;40060;950000;138;235;8;1;0;0,02%;3,83%;0,59%;4042,553191
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;tasya.caa;Lifestyle;https://www.tiktok.com/@ummahaliyareview/video/7613619807828675847?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;31099;950000;242;268;9;0;0;0,03%;3,36%;0,86%;3544,776119
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Amalia Riena;Lifestyle;https://www.tiktok.com/@r_amalia13/video/7613361189233380628?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;12558;950000;829;1055;55;7;4;0,53%;6,26%;8,40%;900,4739336
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;nurhidayahdena;Lifestyle;https://www.tiktok.com/@dena.18/video/7614717957012327698?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;28359;950000;193;216;17;3;17;0,13%;17,13%;0,76%;4398,148148
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ateutika;Lifestyle;https://www.tiktok.com/@ateutika/video/7614385374445489429?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;10613;950000;193;231;9;0;0;0,08%;3,90%;2,18%;4112,554113
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ayu Fitri;Lifestyle;https://www.tiktok.com/@ayufitri_73/video/7613276604952825109?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;10427;950000;570;901;155;2;15;1,65%;19,09%;8,64%;1054,384018
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Desi arnie;Lifestyle;https://www.tiktok.com/@desiarnie/video/7614389477296868628?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;19897;950000;1300;2689;117;0;0;0,59%;4,35%;13,51%;353,2911863
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Dini Astriani;Lifestyle;https://www.tiktok.com/@diniastriani14/video/7612582643233836305?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;35790;950000;233;261;35;32;3;0,20%;26,82%;0,73%;3639,846743
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Dewi Puspitasari;Lifestyle;https://www.tiktok.com/@dwpuspitaaa/video/7612597400242277652?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;12500;950000;107;136;14;10;6;0,24%;22,06%;1,09%;6985,294118
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Laksmi;Lifestyle;https://www.tiktok.com/@laksmipaopao/video/7613287156672515335?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;24909;950000;1200;1309;267;29;9;1,22%;23,30%;5,26%;725,7448434
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Nia Aryani;Lifestyle;https://www.tiktok.com/@niaaryanii/video/7615045124552215829?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;52895;950000;7600;8632;354;25;27;0,77%;4,70%;16,32%;110,055607
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Dea Dewi Asiyah;Lifestyle;https://www.tiktok.com/@deasiyah19/video/7614825001404894485?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph;;;13192;950000;190;225;9;1;0;0,08%;4,44%;1,71%;4222,222222
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Angela Purnamasari;Lifestyle;https://vt.tiktok.com/ZSuJwEyhn/;;;10300;950000;254;1359;87;34;5;1,22%;9,27%;13,19%;699,0434143
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Eva Yunita D;Lifestyle;https://vt.tiktok.com/ZSuRwktY9/;;;17400;950000;2600;3419;179;10;19;1,20%;6,08%;19,65%;277,8590231
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Rizqi Fatimah;Lifestyle;https://vt.tiktok.com/ZSuJqEwmm/;;;12800;950000;1500;2033;182;29;15;1,77%;11,12%;15,88%;467,2897196
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;April hatini;Lifestyle;https://vt.tiktok.com/ZSuYsgNHv/;;;51000;950000;10100;10226;389;76;228;1,36%;6,78%;20,05%;92,90044983
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Finta ainda;Lifestyle;https://vt.tiktok.com/ZSuNhNknW/;;;10700;950000;171;202;22;12;10;0,41%;21,78%;1,89%;4702,970297
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Imra luqra;Lifestyle;https://vt.tiktok.com/ZSuRTyvPE/;;;11200;950000;161;188;38;42;2;0,73%;43,62%;1,68%;5053,191489
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Rita Wartini;Lifestyle;https://vt.tiktok.com/ZSuY4WjhR/;;;13900;950000;471;829;476;24;13;3,69%;61,88%;5,96%;1145,958987
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Fanny Aulia Lizara;Lifestyle;https://vt.tiktok.com/ZSuY9QdJC/;;;11600;950000;107;413;201;2;102;2,63%;73,85%;3,56%;2300,242131
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ratna Sari Purwaningsih;Lifestyle;https://vt.tiktok.com/ZSuNYwX72/;;;13400;950000;2000;2577;123;4;2;0,96%;5,01%;19,23%;368,6457121
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Hana;Lifestyle;https://vt.tiktok.com/ZSu2hkr6H/;;;36100;950000;3100;4510;141;35;12;0,52%;4,17%;12,49%;210,6430155
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Rahmadiana;Lifestyle;https://vt.tiktok.com/ZSuYv1Kmr/;;;29000;950000;1300;1550;229;91;201;1,80%;33,61%;5,34%;612,9032258
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Astri Mei;Lifestyle;https://vt.tiktok.com/ZSuNjVXW2/;;;12600;950000;205;1020;95;35;5;1,07%;13,24%;8,10%;931,372549
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Yuyun Marslilia;Lifestyle;https://vt.tiktok.com/ZSuedUk8E/;;;13200;950000;638;1112;639;89;12;5,61%;66,55%;8,42%;854,3165468
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;EKA MEITA RANI;Lifestyle;https://vt.tiktok.com/ZSu8Ly8br/;;;10400;950000;126;149;17;6;6;0,28%;19,46%;1,43%;6375,838926
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Mita mauliah;Lifestyle;https://vt.tiktok.com/ZSuYGDGYw/;;;21500;950000;119;18963;11;3;5;0,09%;0,10%;88,20%;50,0975584
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Desi rismawati;Lifestyle;https://vt.tiktok.com/ZSuLqb2R4/;;;88600;950000;6600;7767;245;44;4;0,33%;3,77%;8,77%;122,3123471
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Loisa emy;Lifestyle;https://vt.tiktok.com/ZSuYxWwrv/;;;20492;950000;14500;18216;211;2;1;1,04%;1,17%;88,89%;52,15195433
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ratna Rinnati;Lifestyle;https://vt.tiktok.com/ZSuFgpanr/;;;40300;950000;2800;4254;408;4;0;1,02%;9,69%;10,56%;223,319229
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Aura Adellia Fiqri Heryanto;Lifestyle;https://vt.tiktok.com/ZSuJGcRqF/;;;10500;950000;1100;1322;115;27;19;1,53%;12,18%;12,59%;718,6081694
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Febriska Herovi Kusuma Dewi;Lifestyle;https://vt.tiktok.com/ZSuYnHEDS/;;;11700;950000;226;275;9;0;1;0,09%;3,64%;2,35%;3454,545455
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Rizka Amalia;Lifestyle;https://vt.tiktok.com/ZSuL29oQH/;;;15700;950000;2000;2287;872;37;41;6,05%;41,54%;14,57%;415,3913424
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Mepa Pradipta;Lifestyle;https://vt.tiktok.com/ZSuFgxwqK/;;;15400;950000;239;4905;26;12;12;0,32%;1,02%;31,85%;193,6799185
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ulfa afida;Lifestyle;https://vt.tiktok.com/ZSuLfDt5G/;;;12300;950000;1600;2192;134;37;8;1,46%;8,17%;17,82%;433,3941606
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;amelia citra susanto;Lifestyle;https://vt.tiktok.com/ZSu8qfxUh/;;;43000;950000;1800;2113;164;1;0;0,38%;7,81%;4,91%;449,5977283
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Navy;Lifestyle;https://vt.tiktok.com/ZSuNNqTaJ/;;;13300;950000;222;1271;140;16;14;1,28%;13,38%;9,56%;747,4429583
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Delima rahayu istiqomah;Lifestyle;https://vt.tiktok.com/ZSuYUrTDd/;;;10299;950000;596;624;42;13;4;0,57%;9,46%;6,06%;1522,435897
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ayu Rachma;Lifestyle;https://vt.tiktok.com/ZSuR34Xd8/;;;19100;950000;1600;2084;169;41;8;1,14%;10,46%;10,91%;455,8541267
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Maya amelia;Lifestyle;https://vt.tiktok.com/ZSuLc7HYe/;;;27700;950000;253;1109;481;7;13;1,81%;45,18%;4,00%;856,6275924
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Anggi Zukana;Lifestyle;https://vt.tiktok.com/ZSuYqn6wx/;;;10600;950000;496;6318;5361;6;5;50,68%;85,03%;59,60%;150,3640393
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Erlin Yutrika;Lifestyle;https://vt.tiktok.com/ZSuYch6ot/;;;24400;950000;2000;3098;525;16;8;2,25%;17,72%;12,70%;306,6494513
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Dillah;Lifestyle;https://vt.tiktok.com/ZSu8ds3W2/;;;13400;950000;1500;1824;118;0;0;0,88%;6,47%;13,61%;520,8333333
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Resa Ristianti;Lifestyle;https://vt.tiktok.com/ZSuYH2eDg/;;;43342;950000;292;1010;240;15;1;0,59%;25,35%;2,33%;940,5940594
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;husna alfita wulandari;Lifestyle;https://vt.tiktok.com/ZSuYhrLHG/;;;11400;950000;1100;1284;93;4;2;0,87%;7,71%;11,26%;739,8753894
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Tria;Lifestyle;https://vt.tiktok.com/ZSuLjEFsP/;;;18200;950000;347;719;490;36;1;2,90%;73,30%;3,95%;1321,279555
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Syahna Apriyani;Lifestyle;https://vt.tiktok.com/ZSu2r376V/;;;16638;950000;239;12444;346;0;0;2,08%;2,78%;74,79%;76,34201221
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Lia Kartini;Lifestyle;https://vt.tiktok.com/ZSu2LpY75/;;;13100;950000;160;857;37;17;0;0,41%;6,30%;6,54%;1108,518086
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Niken karunia sari;Lifestyle;https://vt.tiktok.com/ZSuYo4THq/;;;11200;950000;168;203;36;5;0;0,37%;20,20%;1,81%;4679,802956
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Veni nabilla;Lifestyle;https://vt.tiktok.com/ZSu613DWM/;;;21900;950000;168;3327;73;2;1;0,35%;2,28%;15,19%;285,5425308
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Lisa Nuraini;Lifestyle;https://vt.tiktok.com/ZSuLxNTnY/;;;23000;950000;937;3672;370;19;6;1,72%;10,76%;15,97%;258,7145969
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Aprillia diah utami;Lifestyle;https://vt.tiktok.com/ZSuLfPEEU/;;;12766;950000;10308;22812;178;16;21;1,68%;0,94%;178,69%;41,64474838
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Chintia Caesariany;Lifestyle;https://vt.tiktok.com/ZSu2rMNET/;;;20700;950000;656;702;12;0;1;0,06%;1,85%;3,39%;1353,276353
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Zunita Shara Arubaiyah;Lifestyle;https://vt.tiktok.com/ZSuYgJSuw/;;;10900;950000;120;959;15;2;3;0,18%;2,09%;8,80%;990,6152242
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Dwi Syefria Ningsih;Lifestyle;https://vt.tiktok.com/ZSuYRNpYh/;;;15700;950000;105;6759;44;30;9;0,53%;1,23%;43,05%;140,5533363
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Puji hidayati;Lifestyle;https://vt.tiktok.com/ZSuLX2FRp/;;;17000;950000;5000;7660;294;22;21;1,98%;4,40%;45,06%;124,0208877
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Fipit yulianti;Lifestyle;https://vt.tiktok.com/ZSu81Rnx1/;;;20300;950000;3100;3136;78;1;1;0,39%;2,55%;15,45%;302,9336735
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Istiqomah Gayatri;Lifestyle;https://vt.tiktok.com/ZSuLqPLLM/;;;14800;950000;1100;5315;68;18;13;0,67%;1,86%;35,91%;178,7394167
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Citra Amalia;Lifestyle;https://vt.tiktok.com/ZSu2jDLVS/;;;11200;950000;233;1266;36;24;41;0,90%;7,98%;11,30%;750,3949447
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Atika Rahmayanti;Lifestyle;https://vt.tiktok.com/ZSu27by9E/;;;12000;950000;7000;10845;694;65;28;6,56%;7,26%;90,38%;87,59797142
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Rika Yusnia Putri;Lifestyle;https://vt.tiktok.com/ZSuLCRHNQ/;;;14500;950000;2100;5320;128;33;31;1,32%;3,61%;36,69%;178,5714286
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Macro;Fika;Lifestyle;https://vt.tiktok.com/ZSu82wkrF/;;;245000;950000;3600;4760;195;19;19;0,10%;4,89%;1,94%;199,5798319
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Nonik Nur M;Lifestyle;https://vt.tiktok.com/ZSuYjS1RK/;;;12000;950000;1800;3797;250;33;97;3,17%;10,01%;31,64%;250,1975244
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Ridatiningsih;Lifestyle;https://vt.tiktok.com/ZSuY6X8oB/;;;23000;950000;1300;1379;116;0;0;0,50%;8,41%;6,00%;688,9050036
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Diah Awalokiteswari;Lifestyle;https://vt.tiktok.com/ZSuNkSRXK/;;;10200;950000;99;569;27;8;3;0,37%;6,68%;5,58%;1669,595782
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;fitri hidayanti;Lifestyle;https://vt.tiktok.com/ZSuF7LMXw/;;;12600;950000;218;257;40;18;13;0,56%;27,63%;2,04%;3696,498054
Health Supplement;Enervon;Enervon-C;Consideration;Mar-26;TikTok;Micro;Tutut Handayani;Lifestyle;https://vt.tiktok.com/ZSuY1nWdw/;;;45000;950000;382;452;21;2;0;0,05%;5,09%;1,00%;2101,769912
