Category;Brands;Sub-Brands;Objective;Month;Platform;Tier;KOL Name;Category;Link Post;Followers Number;Actual Spends (IDR);Reach;Views;Likes;Comments;Share;ER;ER Views (%);VR (%);CPV (Rp)
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;vnkrsn_;Family;https://vt.tiktok.com/ZSuBKJARU/;11000;890000;1300;1509;178;25;23;2,05%;14,98%;13,72%;Rp589,79
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;keenanxabirrugavinsky ;Family;https://vt.tiktok.com/ZSuBQTwx8/;21900;890000;483;566;45;0;0;0,21%;7,95%;2,58%;Rp1.572,44
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;deeeeeph;Family;https://vt.tiktok.com/ZSuBV4Gqp/;4923;890000;87;150;4;0;0;0,08%;2,67%;3,05%;Rp5.933,33
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;zeaaa_channel;Family;https://vt.tiktok.com/ZSuBgVgL9/;1713;890000;77;111;18;7;14;2,28%;35,14%;6,48%;Rp8.018,02
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;ristammm;Family;https://vt.tiktok.com/ZSuBcqvBD/;1254;890000;93;150;10;2;0;0,96%;8,00%;11,96%;Rp5.933,33
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;raqueenza__;Family;https://vt.tiktok.com/ZSuD1aNwx/;13700;890000;283;1497;206;67;2;2,01%;18,37%;10,93%;Rp594,52
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;arlinirliana;Family;https://vt.tiktok.com/ZSuALsUTU/;11700;890000;120;156;95;8;3;0,91%;67,95%;1,33%;Rp5.705,13
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;siringbersama;Family;https://vt.tiktok.com/ZSuSoGuYJ/;1966;890000;42;100;8;6;15;1,48%;29,00%;5,09%;Rp8.900,00
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;Bubuexa;Family;https://vt.tiktok.com/ZSuAbgqse/;1486;890000;104;368;9;3;1;0,87%;3,53%;24,76%;Rp2.418,48
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;myprincess_aleena;Family;https://vt.tiktok.com/ZSuAk7LQF/;5098;890000;198;298;15;0;4;0,37%;6,38%;5,85%;Rp2.986,58
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;akuaissss ;Family;https://vt.tiktok.com/ZSuAbFRp2/;1848;890000;85;131;14;20;3;2,00%;28,24%;7,09%;Rp6.793,89
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;ibuukshaka;Family;https://vt.tiktok.com/ZSuuYXXw8/;1160;890000;409;495;21;0;1;1,90%;4,44%;42,67%;Rp1.797,98
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;si.fika;Family;https://vt.tiktok.com/ZSuA14GSy/;2700;890000;166;2025;134;0;0;4,96%;6,62%;75,00%;Rp439,51
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;Farahadeliapuspita ;Family;https://vt.tiktok.com/ZSuUaG1gg/;10400;890000;63;1177;146;27;6;1,72%;15,21%;11,32%;Rp756,16
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;al_fazzaaquafishshop;Family;https://vt.tiktok.com/ZSuyN1Ko1/;11300;890000;131;1778;128;6;287;3,73%;23,68%;15,73%;Rp500,56
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;Umima.daily;Family;https://vt.tiktok.com/ZSuyrFC5B/;1586;890000;101;187;6;1;0;0,44%;3,74%;11,79%;Rp4.759,36
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;widhariw;Family;https://vt.tiktok.com/ZSufrUrNh/;3120;890000;3700;4027;131;0;0;4,20%;3,25%;129,07%;Rp221,01
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;octa.scrunchymom@gmail.com;Family;https://vt.tiktok.com/ZSuym4u7V/;9090;890000;256;352;4;3;2;0,10%;2,56%;3,87%;Rp2.528,41
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;Rantyka.dl;Family;https://vt.tiktok.com/ZSuyLwvgh/;1020;890000;78;171;19;11;3;3,24%;19,30%;16,76%;Rp5.204,68
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;rulma.family;Family;https://vt.tiktok.com/ZSuUwJoww/;2503;890000;69;135;14;10;14;1,52%;28,15%;5,39%;Rp6.592,59
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;merlitadesliani26;Family;https://vt.tiktok.com/ZSuyWhrVP/;2580;890000;3500;4014;164;20;18;7,83%;5,03%;155,58%;Rp221,72
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;Una2201 ;Family;https://vt.tiktok.com/ZSuPBt6DH/;10400;890000;48;75;2;0;1;0,03%;4,00%;0,72%;Rp11.866,67
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;justmeandme_12;Family;https://vt.tiktok.com/ZSufghrkv/;11500;890000;31;843;22;0;4;0,23%;3,08%;7,33%;Rp1.055,75
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;hudAfia;Family;https://vt.tiktok.com/ZSuPgCXNW/;11300;890000;100;196;3;0;1;0,04%;2,04%;1,73%;Rp4.540,82
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;auditialintang;Family;https://vt.tiktok.com/ZSu5p5wKq/;11200;890000;675;806;47;1;6;0,48%;6,70%;7,20%;Rp1.104,22
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;Zaralubis_;Family;https://vt.tiktok.com/ZSuf3FDwL/;1670;890000;42;115;3;0;0;0,18%;2,61%;6,89%;Rp7.739,13
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;vindaerryana;Family;https://vt.tiktok.com/ZSu5pH77F/;1000;890000;1000;1553;26;28;2;5,60%;3,61%;155,30%;Rp573,08
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;Sittynurhalimah ;Family;https://vt.tiktok.com/ZSuPd5Mcr/;2980;890000;509;1015;15;10;3;0,94%;2,76%;34,06%;Rp876,85
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;Genta1803;Family;https://vt.tiktok.com/ZSu5rVGKg/;5335;890000;57;95;1;0;0;0,02%;1,05%;1,78%;Rp9.368,42
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;Uswah1806;Family;https://vt.tiktok.com/ZSuavm6Gu/;15000;890000;1100;2127;93;1;4;0,65%;4,61%;14,18%;Rp418,43
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;Rumahrania;Family;https://vt.tiktok.com/ZSuaf42hD/;12556;890000;27;75;26;26;25;0,61%;102,67%;0,60%;Rp11.866,67
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;retnoismii;Family;https://vt.tiktok.com/ZSumWLhpN/;3245;890000;89;203;12;5;14;0,96%;15,27%;6,26%;Rp4.384,24
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;Nina.aljufri;Family;https://vt.tiktok.com/ZSuatsMSf/ ;1126;890000;78;192;9;0;2;0,98%;5,73%;17,05%;Rp4.635,42
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;Mamijihanee;Family;https://vt.tiktok.com/ZSumK7avq/;1711;890000;407;704;12;0;1;0,76%;1,85%;41,15%;Rp1.264,20
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;aanggikka;Family;https://vt.tiktok.com/ZSuaqjugK/;5857;890000;139;400;17;9;5;0,53%;7,75%;6,83%;Rp2.225,00
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;chr_tiness;Family;https://vt.tiktok.com/ZSuaXCPDQ/;4166;890000;1600;2756;376;27;7;9,84%;14,88%;66,15%;Rp322,93
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;anotherthalia;Family;https://vt.tiktok.com/ZSumoxt4q/;6948;890000;1900;5748;237;2;11;3,60%;4,35%;82,73%;Rp154,84
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;Sicicisipit;Family;https://vt.tiktok.com/ZSuHobJJT/;12300;890000;61;91;4;2;1;0,06%;7,69%;0,74%;Rp9.780,22
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;Hai.av;Family;https://vt.tiktok.com/ZSuH4KoR1/;22700;890000;158;490;67;52;1;0,53%;24,49%;2,16%;Rp1.816,33
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;mamauciiiw ;Family;https://vt.tiktok.com/ZSu9yN5r8/;20400;890000;111;207;3;0;0;0,01%;1,45%;1,01%;Rp4.299,52
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;Siscsmalinda;Family;https://vt.tiktok.com/ZSuHyUrWD/;12588;890000;1900;4341;164;0;0;1,30%;3,78%;34,49%;Rp205,02
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;shindycantikaa_;Family;https://vt.tiktok.com/ZSu9Ra4Ss/;30900;890000;51;120;15;24;4;0,14%;35,83%;0,39%;Rp7.416,67
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;obrienups;Family;https://vt.tiktok.com/ZSuH3bE8p/;31800;890000;3400;4725;616;11;4;1,98%;13,35%;14,86%;Rp188,36
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;Huningprastiwi ;Family;https://vt.tiktok.com/ZSuHt2QWQ/;20000;890000;345;424;87;25;7;0,60%;28,07%;2,12%;Rp2.099,06
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Micro;Diary.irma ;Family;https://vt.tiktok.com/ZSuHSMT32/;14800;890000;36;5720;500;0;0;3,38%;8,74%;38,65%;Rp155,59
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;rumayshaa21;Family;https://vt.tiktok.com/ZSuH78aSm/;5132;890000;123;236;2;0;0;0,04%;0,85%;4,60%;Rp3.771,19
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;Bukanreview_;Family;https://vt.tiktok.com/ZSu9Lmk7h/;5600;890000;313;769;6;0;0;0,11%;0,78%;13,73%;Rp1.157,35
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;Afiniynabilala;Family;https://vt.tiktok.com/ZSuHYMgtG/;5100;890000;71;131;2;0;0;0,04%;1,53%;2,57%;Rp6.793,89
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;ayoomega;Family;https://vt.tiktok.com/ZSuHhHKCR/;9600;890000;150;1409;186;55;9;2,60%;17,74%;14,68%;Rp631,65
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;ibunyasabdajelita;Family;https://vt.tiktok.com/ZSuHKLtD9/;1000;890000;147;214;23;4;19;4,60%;21,50%;21,40%;Rp4.158,88
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;mayatriastuti06;Family;https://vt.tiktok.com/ZSuHmPyE3/;4480;890000;161;259;8;4;7;0,42%;7,34%;5,78%;Rp3.436,29
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;inipinadeh;Family;https://vt.tiktok.com/ZSmfsohtU/;3800;890000;653;1054;98;28;8;3,53%;12,71%;27,74%;Rp844,40
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;ldytm;Family;https://vt.tiktok.com/ZSmf7c2s6/;5751;890000;366;636;28;9;6;0,75%;6,76%;11,06%;Rp1.399,37
PHG;Imunped;Imunped;Consideration;Mar-26;TikTok;Nano;Wdy.yanti;Family;https://vt.tiktok.com/ZSuqyGtjJ/;6155;890000;48;2176;135;1;2;2,24%;6,34%;35,35%;Rp409,01
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;sellaarjuna_;Family;https://vt.tiktok.com/ZSmxoJqX5/;12500;890000;489;1103;425;329;172;7,41%;83,95%;8,82%;Rp806,89
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;putrinavyy;Family;https://vt.tiktok.com/ZSmxcprfK/;13000;890000;120;1577;129;21;127;2,13%;17,56%;12,13%;Rp564,36
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;Fitria.rachmawatiii;Family;https://vt.tiktok.com/ZSmQ8PSbb/;16000;890000;146;5387;437;10;100;3,42%;10,15%;33,67%;Rp165,21
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;havika_rizhan;Family;https://vt.tiktok.com/ZSmxTWqvn/;13800;890000;201;306;84;74;31;1,37%;61,76%;2,22%;Rp2.908,50
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;irncamila;Family;https://vt.tiktok.com/ZSmQMdM14/;15100;890000;153;2732;68;21;19;0,72%;3,95%;18,09%;Rp325,77
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;rindysw19;Family;https://vt.tiktok.com/ZSmQVhWyX/;10700;890000;163;2035;127;39;47;1,99%;10,47%;19,02%;Rp437,35
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;Putririyaanti ;Family;https://vt.tiktok.com/ZSmQVuVEU/;11500;890000;1800;2181;86;20;22;1,11%;5,87%;18,97%;Rp408,07
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;elislia23;Family;https://vt.tiktok.com/ZSmQdy5UL/;8910;890000;756;1368;108;14;11;1,49%;9,72%;15,35%;Rp650,58
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;dhepeanggraeni;Family;https://vt.tiktok.com/ZSmxchLQL/;3243;890000;253;405;31;25;3;1,82%;14,57%;12,49%;Rp2.197,53
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;Ibubertumbuh;Family;https://vt.tiktok.com/ZSmQRYrtc/;1299;890000;287;523;42;33;13;6,77%;16,83%;40,26%;Rp1.701,72
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;yuniarianii;Family;https://vt.tiktok.com/ZSmQWMyQf/;2570;890000;219;433;12;0;0;0,47%;2,77%;16,85%;Rp2.055,43
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;evannadewi;Family;https://vt.tiktok.com/ZSmQsVcov/;17200;890000;2800;4104;111;28;28;0,97%;4,07%;23,86%;Rp216,86
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;rikanurlia;Family;https://vt.tiktok.com/ZSmCg6pgX/;11000;890000;900;1304;108;2;7;1,06%;8,97%;11,85%;Rp682,52
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;cecehkesekian;Family;https://vt.tiktok.com/ZSmQTAkK2/;15900;890000;9700;12694;747;152;125;6,44%;8,07%;79,84%;Rp70,11
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;mayapriliandi;Family;https://vt.tiktok.com/ZSm4atHvc/;10100;890000;186;3666;351;28;3;3,78%;10,42%;36,30%;Rp242,77
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;wldnisaa;Family;https://vt.tiktok.com/ZSm4AQSHL/;7271;890000;86;117;33;21;7;0,84%;52,14%;1,61%;Rp7.606,84
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;kiiiiimbella;Family;https://vt.tiktok.com/ZSmQWwmvD/;3040;890000;449;559;3;0;0;0,10%;0,54%;18,39%;Rp1.592,13
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;lulaluna_1418;Family;https://vt.tiktok.com/ZSm4SroN1/;4713;890000;285;3767;177;30;114;6,81%;8,52%;79,93%;Rp236,26
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;ibunshakaaa;Family;https://vt.tiktok.com/ZSmVhgv2Q/;10600;890000;369;1025;28;21;25;0,70%;7,22%;9,67%;Rp868,29
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;risnaoktaviahardanik;Family;https://vt.tiktok.com/ZSmqcjv1d/;16099;890000;59;5329;455;20;413;5,52%;16,66%;33,10%;Rp167,01
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;dewi.asria;Family;https://vt.tiktok.com/ZSmpj5VLu/;10400;890000;181;318;11;7;6;0,23%;7,55%;3,06%;Rp2.798,74
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;Smaula.ni;Family;https://vt.tiktok.com/ZSmqDN5Qv/;12000;890000;77;124;3;0;4;0,06%;5,65%;1,03%;Rp7.177,42
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;Baby zaza124;Family;https://vt.tiktok.com/ZSmpdAF5M/;27600;890000;366;636;28;9;6;0,16%;6,76%;2,30%;Rp1.399,37
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;keykanyamey;Family;https://vt.tiktok.com/ZSmVny3fv/;27000;890000;189;951;518;22;8;2,03%;57,62%;3,52%;Rp935,86
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;cutadindaaa;Family;https://vt.tiktok.com/ZSmVJoeW4/;20176;890000;2300;4668;919;112;24;5,23%;22,60%;23,14%;Rp190,66
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;ayufitri_73;Family;https://vt.tiktok.com/ZSmVtcg93/;10300;890000;224;4658;145;2;23;1,65%;3,65%;45,22%;Rp191,07
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;ociiooo;Family;https://vt.tiktok.com/ZSmVnG2Ah/;23200;890000;3900;6823;573;24;7;2,60%;8,85%;29,41%;Rp130,44
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;Pebrong;Family;https://vt.tiktok.com/ZSmqxQrf4/;1151;890000;344;696;26;30;6;5,39%;8,91%;60,47%;Rp1.278,74
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;stephanysutan;Family;https://vt.tiktok.com/ZSmXnQoYJ/;9700;890000;284;461;8;5;1;0,14%;3,04%;4,75%;Rp1.930,59
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;babykeenkay ;Family;https://vt.tiktok.com/ZSmVv5LUF/;5539;890000;164;291;53;46;18;2,11%;40,21%;5,25%;Rp3.058,42
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;bundaa.r;Family;https://vt.tiktok.com/ZSmqvp2AL/;1590;890000;1100;1429;99;15;10;7,80%;8,68%;89,87%;Rp622,81
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;pipitpicks;Family;https://vt.tiktok.com/ZSmqYSRW4/;2400;890000;2400;3394;120;21;6;6,13%;4,33%;141,42%;Rp262,23
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;carissaoktav;Family;https://vt.tiktok.com/ZSmpjnLoo/;10100;890000;3700;3777;91;11;1;1,02%;2,73%;37,40%;Rp235,64
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;nia.knia1;Family;https://vt.tiktok.com/ZSmbPRvtb/;35000;890000;246;1535;56;6;6;0,19%;4,43%;4,39%;Rp579,80
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;Almayunita06 ;Family;https://vt.tiktok.com/ZSmphE8B9/;16100;890000;9;602;420;40;3;2,88%;76,91%;3,74%;Rp1.478,41
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;Narra09_;Family;https://vt.tiktok.com/ZSmpUNmx5/;11100;890000;1500;2784;67;3;1;0,64%;2,55%;25,08%;Rp319,68
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;Leniagsti;Family;https://vt.tiktok.com/ZSmbKg8C1/;10300;890000;372;2001;80;6;13;0,96%;4,95%;19,43%;Rp444,78
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;mommytwinss_;Family;https://vt.tiktok.com/ZSmbfUPw8/;11500;890000;164;310;19;11;16;0,40%;14,84%;2,70%;Rp2.870,97
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;ra.ismaniar;Family;https://vt.tiktok.com/ZSmgTakXJ/;10700;890000;765;2289;194;18;19;2,16%;10,09%;21,39%;Rp388,82
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;mustikaanggrainika ;Family;https://vt.tiktok.com/ZSmgWjbj8/;2350;890000;197;309;15;15;10;1,70%;12,94%;13,15%;Rp2.880,26
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;fika.karunia;Family;https://vt.tiktok.com/ZSmg8xLNv/;1300;890000;30;805;8;0;0;0,62%;0,99%;61,92%;Rp1.105,59
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;faradinaauly;Family;https://vt.tiktok.com/ZSmbuvhoF/;3731;890000;41;1516;32;27;0;1,58%;3,89%;40,63%;Rp587,07
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;choirun.nisaaa ;Family;https://vt.tiktok.com/ZSmg8VJYP/;8775;890000;367;4514;106;2;15;1,40%;2,72%;51,44%;Rp197,16
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;Rdbrzz;Family;https://vt.tiktok.com/ZSmbKY8Qh/;1250;890000;206;384;33;26;3;4,96%;16,15%;30,72%;Rp2.317,71
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;nastitindri;Family;https://vt.tiktok.com/ZSmb76MnJ/;2386;890000;98;1541;96;6;9;4,65%;7,20%;64,59%;Rp577,55
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;indahnurula;Family;https://vt.tiktok.com/ZSmgRAgGm/;1493;890000;170;741;150;13;7;11,39%;22,94%;49,63%;Rp1.201,08
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;Meysarigandum;Family;https://vt.tiktok.com/ZSmg86jpS/;5600;890000;179;1249;20;15;100;2,41%;10,81%;22,30%;Rp712,57
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;ibu_ibrahimm;Family;https://vt.tiktok.com/ZSmgL1xeR/;6529;890000;1100;2429;59;4;1;0,98%;2,63%;37,20%;Rp366,41
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;yuli_mutia;Family;https://vt.tiktok.com/ZSmG9h6ox/;23100;890000;1700;2227;884;22;5;3,94%;40,91%;9,64%;Rp399,64
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;disamuslimahnita;Family;https://vt.tiktok.com/ZSmG95RoG/;10900;890000;32;11000;126;10;127;2,41%;2,39%;100,92%;Rp80,91
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;hai_dela;Family;https://vt.tiktok.com/ZSmss5eeJ/;36600;890000;2.2k;2301;156;33;11;0,55%;8,69%;6,29%;Rp386,79
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Macro;sky.hums;Family;https://vt.tiktok.com/ZSms3MWck/;105000;890000;29100;29813;1059;37;8;1,05%;3,70%;28,39%;Rp29,85
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;dwiayufe_;Family;https://vt.tiktok.com/ZSmGLLS94/;20200;890000;4400;4718;204;6;132;1,69%;7,25%;23,36%;Rp188,64
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;ivanur_;Family;https://vt.tiktok.com/ZSmstxDGs/;31400;890000;1200;1667;12;0;5;0,05%;1,02%;5,31%;Rp533,89
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;Miaaanf;Family;https://vt.tiktok.com/ZSmssm1bV/;13900;890000;1500;1618;92;1;9;0,73%;6,30%;11,64%;Rp550,06
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;dela_yo;Family;https://vt.tiktok.com/ZSmst8RXN/;3600;890000;775;1119;165;17;10;5,33%;17,16%;31,08%;Rp795,35
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;Intanaugust17;Family;https://vt.tiktok.com/ZSmsGf4Qn/;2900;890000;71;149;60;35;3;3,38%;65,77%;5,14%;Rp5.973,15
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;heyitskibum;Family;https://vt.tiktok.com/ZSmsQ7x9s/;7200;890000;216;279;37;18;7;0,86%;22,22%;3,88%;Rp3.189,96
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;mimmovexa;Family;https://vt.tiktok.com/ZSms99p1T/;5438;890000;35;2157;78;1;0;1,45%;3,66%;39,67%;Rp412,61
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;rienrenaa;Family;https://vt.tiktok.com/ZSmGMKRwV/;1400;890000;51;108;9;0;1;0,71%;9,26%;7,71%;Rp8.240,74
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;resha.rizky;Family;https://vt.tiktok.com/ZSmsVbBN5/ ;1060;890000;356;2007;10;4;1;1,42%;0,75%;189,34%;Rp443,45
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;nakastmom;Family;https://vt.tiktok.com/ZSmG93rkk/;8544;890000;200;908;26;0;0;0,30%;2,86%;10,63%;Rp980,18
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;tasyanabilla._;Family;https://vt.tiktok.com/ZSmndMKX5/;6105;890000;89;260;21;19;13;0,87%;20,38%;4,26%;Rp3.423,08
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;fitriaanggraini0619;Family;https://vt.tiktok.com/ZSmWyAgqh/;11200;890000;4100;4736;189;3;11;1,81%;4,29%;42,29%;Rp187,92
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;nabilhaq29;Family;https://vt.tiktok.com/ZSmneVtrk/;11200;890000;238;411;19;4;0;0,21%;5,60%;3,67%;Rp2.165,45
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;lilyhaniilfani;Family;https://vt.tiktok.com/ZSmtn1afH/;10175;890000;1300;1876;70;2;1;0,72%;3,89%;18,44%;Rp474,41
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Micro;hikari.id;Family;https://vt.tiktok.com/ZSmnjDG2a/;10694;890000;100;2786;226;0;0;2,11%;8,11%;26,05%;Rp319,45
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;eggiindah.ps;Family;https://vt.tiktok.com/ZSmGSV3C3/;2278;890000;247;394;3;0;0;0,13%;0,76%;17,30%;Rp2.258,88
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;febymuth;Family;https://vt.tiktok.com/ZSmnJ6VJL/;1230;890000;152;2264;84;2;0;6,99%;3,80%;184,07%;Rp393,11
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;Annisapristia ;Family;https://vt.tiktok.com/ZSmneEQJR/;4821;890000;32;122;181;0;5;3,86%;152,46%;2,53%;Rp7.295,08
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;ninnda_dwi;Family;https://vt.tiktok.com/ZSmnyBTvC/;6880;890000;173;231;35;25;31;1,32%;39,39%;3,36%;Rp3.852,81
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;riskadeviaan;Family;https://vt.tiktok.com/ZSmsPArYG/;6030;890000;60;779;315;20;7;5,67%;43,90%;12,92%;Rp1.142,49
PHG;Imunped;Imunped;Consideration;Feb-26;TikTok;Nano;Ikarzq;Family;https://vt.tiktok.com/ZSmXs6FPE/;6100;890000;2100;2876;71;2;8;1,33%;2,82%;47,15%;Rp309,46
PHG;Degirol;Degirol;Consideration;May-26;X;Macro;Elwa;Lifestyle;https://x.com/elwa/status/2056699287510340036?s=46;163000;3000000;2300;2300;5;2;0;0,00%;0,30%;1,41%;Rp1.304,35
